"","x_1","x_2","x_3","x_4","x_5","x_6","x_7","x_8","x_9","x_10","x_11","x_12","x_13","x_14","x_15","x_16","x_17","x_18","x_19","x_20","x_21","x_22","x_23","x_24","x_25","x_26","x_27","x_28","x_29","x_30","x_31","x_32","x_33","x_34","x_35","x_36","x_37","x_38","x_39","x_40","x_41","x_42","x_43","x_44","x_45","x_46","x_47","x_48","x_49","x_50","x_51","x_52","x_53","x_54","x_55","x_56","x_57","x_58","T","Y"
"1215",32,"C",0,0,62,128,0,0,0,0,0,1,2,0,0,0,0,12,55,10,"J",1,57,"E",13,65,145,34,11,0,0,0,0,87,35,550,70,0,9,9,4,0,4,55,15,0,0,0,0,0,0,0,0,0,0,0,45,41,1,1.47373754902629
"1216",33,"C",0,0,62,129,1,0,0,0,0,0,2,0,2,0,0,12,75,10,"J",1,63,"E",13,60,148,35,10,0,0,0,0,79,34,475,70,1,9,9,3,0,4,51,16,0,0,0,0,0,0,0,0,0,0,0,47,40,0,-4.68306750712321
"1217",20,"C",20,7,64,145,0,0,0,0,0,0,0,0,0,0,0,10,35,5,"J",1,43,"E",12,80,164,22,10,0,0,0,0,80,40,400,86,0,5,9,3,0,3,72,20,1,0,0,0,0,0,0,0,0,0,0,44,40,0,-2.10747753113102
"1218",19,"C",20,3,66,170,0,0,0,0,0,1,0,0,0,0,0,9,5,8,"J",1,17,"E",13,70,185,22,8,0,0,0,0,80,34,350,56,0,8,9,3,0,6,65,19,0,0,0,0,0,0,0,0,0,0,0,43,37,0,-1.39950363971797
"1219",20,"C",15,5,66,170,0,0,0,0,0,1,1,1,0,1,0,9,35,10,"J",1,40,"E",12,80,186,23,8,0,0,0,0,75,34,450,65,0,8,9,2,0,8,65,18,0,0,0,0,0,0,0,0,0,0,0,44,37,0,-0.40029675821795
"1220",31,"C",20,13,62,123,0,0,0,0,0,0,1,0,0,0,0,12,35,10,"L",1,47,"E",11,60,133,36,10,0,0,0,0,77,30,440,33,0,7,9,2,0,6,50,14,0,0,0,0,0,0,0,0,0,0,0,47,36,1,3.52940569846816
"1221",38,"C",0,0,64,160,0,0,0,0,0,1,1,0,0,0,0,12,45,10,"L",1,40,"E",13,70,176,50,8,0,2,0,0,80,29,540,79,1,9,9,3,0,10,50,15,0,0,0,0,0,0,0,0,0,0,0,47,37,1,-2.76747479916914
"1222",24,"C",30,9,61,92,0,0,0,0,0,0,0,1,1,0,0,11,55,8,"J",1,67,"E",14,68,111,24,12,0,0,0,0,79,34,480,64,0,9,9,2,0,0,66,20,0,0,0,0,0,0,0,0,0,0,0,45,41,1,20.1718162963137
"1223",31,"C",20,12,66,124,0,0,0,1,0,0,1,0,0,0,1,14,55,10,"I",1,87,"E",12,82,139,30,17,0,0,0,0,78,34,420,52,1,8,9,3,0,10,58,16,0,0,0,0,0,0,0,0,0,0,0,46,36,1,3.02746096977087
"1224",24,"C",20,7,66,140,0,0,0,0,0,1,0,0,0,0,0,12,65,13,"J",1,67,"E",11,70,152,25,12,0,0,0,0,84,35,510,58,0,7,9,2,0,11,59,16,0,0,0,0,0,0,0,0,0,0,0,44,41,1,0.0760723550887065
"1225",43,"C",20,24,68,135,0,0,0,0,0,3,0,0,0,0,1,16,85,12,"B",1,87,"B",12,80,144,45,16,0,0,0,0,85,41,300,65,1,9,9,0,3,5,50,16,0,0,0,0,0,0,0,0,0,0,0,45,39,0,-1.55345755241273
"1226",20,"C",0,0,62,121,0,0,0,0,0,0,0,0,0,0,1,13,75,10,"J",1,70,"E",11,80,140,20,12,0,0,0,0,81,29,390,46,0,9,9,0,2,7,55,15,0,0,0,0,0,0,0,0,0,0,0,45,40,0,-0.301952950271097
"1227",21,"C",0,0,62,122,0,4,1,0,0,0,0,0,0,0,0,13,45,8,"J",1,60,"E",11,70,155,21,12,1,0,0,0,74,32,370,47,1,9,9,3,0,4,55,17,1,0,1,0,0,0,0,0,0,0,1,47,41,1,-0.645857412908933
"1228",22,"C",0,0,62,120,0,3,0,0,0,0,0,0,0,0,0,12,55,12,"J",1,63,"E",11,76,153,22,12,1,0,0,0,79,35,565,45,1,8,9,3,0,2,45,13,0,0,0,0,0,0,0,0,0,0,0,47,40,1,-1.24528331253094
"1229",36,"C",20,20,63,150,0,0,1,0,0,0,1,0,0,0,0,9,45,14,"J",1,70,"E",16,68,156,37,12,0,0,0,0,83,33,580,69,0,6,8,2,1,6,74,20,0,0,0,0,0,0,0,0,0,0,0,44,40,1,0.340539850364457
"1230",38,"C",40,22,62,139,0,0,0,0,0,0,0,0,0,1,0,10,55,16,"J",1,73,"E",12,70,157,38,12,0,0,0,0,80,30,600,76,0,9,9,3,0,5,57,18,0,0,0,0,0,0,0,0,0,0,0,45,43,1,0.58555563955598
"1231",27,"C",0,0,68,172,0,0,0,0,0,1,2,0,0,0,1,12,65,20,"J",1,57,"B",12,90,215,33,11,0,1,0,1,85,32,690,72,0,6,8,2,0,1,60,16,5,0,0,0,0,0,0,0,0,0,2,48,42,1,6.57380741150387
"1232",24,"C",20,10,65,136,0,0,0,0,0,0,4,0,0,0,0,12,35,5,"J",1,37,"E",12,52,160,28,9,0,0,0,0,77,36,400,69,1,8,8,3,0,5,65,19,0,0,0,0,0,0,0,0,0,0,0,46,39,0,-5.06081551362507
"1233",29,"C",20,10,62,132,0,0,0,0,0,1,0,0,0,0,0,12,25,15,"H",1,47,"E",14,70,155,43,12,0,1,0,0,80,39,420,67,0,8,9,2,0,6,66,20,0,0,0,0,0,0,0,0,0,0,0,47,39,1,1.08485613887432
"1234",20,"C",15,7,62,125,0,0,0,0,0,2,0,0,0,0,1,12,35,5,"J",1,33,"E",12,64,145,23,9,0,0,0,0,76,30,550,69,1,6,9,2,0,3,50,15,0,0,0,0,0,0,0,0,0,0,0,49,40,1,-1.10244823288145
"1235",21,"C",15,6,62,122,0,0,0,0,0,1,0,0,0,0,0,12,55,8,"J",1,53,"E",12,50,147,24,10,0,0,0,0,79,35,730,88,0,5,9,2,0,5,54,15,1,0,0,1,0,0,0,0,0,0,0,48,41,0,2.11698013013933
"1236",24,"C",15,10,63,135,1,0,0,0,0,1,0,0,0,0,0,12,95,10,"J",1,60,"E",12,66,153,27,10,0,0,0,0,81,35,580,74,1,5,9,2,0,2,62,20,0,0,0,1,0,0,0,0,0,0,0,48,41,1,0.214607585528349
"1237",23,"C",40,10,67,155,0,0,0,0,0,1,1,0,0,0,0,11,35,8,"J",1,67,"E",9,98,166,30,12,1,0,0,0,82,32,570,50,1,6,9,3,0,5,61,16,0,0,0,0,0,0,0,0,0,0,0,46,50,0,-3.44375351273342
"1238",21,"C",0,0,63,115,0,1,0,0,0,0,0,0,0,0,0,12,55,10,"C",1,87,"E",12,72,143,24,17,0,0,0,0,82,31,420,69,0,2,9,3,0,3,51,15,1,0,0,0,0,0,0,0,0,0,1,44,42,0,1.10080853362047
"1239",17,"C",0,0,64,123,0,0,0,0,0,1,0,0,0,0,0,11,35,6,"H",1,37,"B",13,70,137,18,11,0,0,0,0,78,27,270,43,1,2,9,3,0,4,59,16,0,0,0,1,0,0,0,0,0,0,0,47,34,1,1.97999962600589
"1240",18,"C",0,0,63,118,0,0,0,0,0,1,0,0,0,0,0,12,75,15,"H",1,63,"B",12,70,135,20,12,0,0,0,0,84,34,220,60,0,6,8,5,0,4,50,15,0,0,0,0,0,0,0,0,0,0,0,45,32,0,1.7272848641665
"1241",17,"C",3,1,65,140,0,0,2,0,0,0,0,2,0,0,0,8,35,10,"J",1,37,"E",13,70,182,25,8,0,0,0,0,76,28,550,60,1,9,9,2,0,4,55,15,0,0,0,0,0,0,0,0,0,0,0,44,40,0,-5.37130301175356
"1242",38,"C",0.5,4,67,205,0,2,0,2,0,1,1,0,0,0,0,12,45,25,"J",1,40,"E",13,80,212,50,8,0,0,0,0,83,36,500,85,0,8,9,3,0,3,54,15,0,0,0,0,0,0,0,0,0,0,0,45,40,1,4.29363903715905
"1243",32,"C",2,14,60,120,0,0,0,0,0,1,1,0,1,0,0,5,65,10,"F",1,60,"E",14,68,150,33,5,0,0,0,0,80,28,490,80,0,8,9,0,2,9,71,22,0,0,0,0,0,0,0,0,0,0,0,46,41,1,-1.13107659472415
"1244",31,"C",0,0,63,117,0,0,0,0,0,0,2,0,0,0,1,12,105,10,"J",1,90,"E",13,70,134,37,16,0,0,0,0,87,40,420,48,0,8,9,0,2,9,66,22,0,0,0,0,0,0,0,0,0,0,0,44,39,1,4.21162018229192
"1245",33,"C",0,0,63,116,0,0,0,0,0,0,2,0,2,1,0,12,75,15,"J",1,93,"E",14,60,130,38,18,0,1,0,0,82,39,500,55,0,1,9,0,2,4,56,18,0,0,0,2,0,0,0,0,0,0,0,47,42,0,3.60183157555249
"1246",19,"C",30,5,62,118,0,0,0,0,0,0,0,0,0,0,0,9,55,10,"J",1,73,"E",12,70,141,21,12,0,0,0,0,81,32,430,49,0,5,9,2,0,1,56,17,0,0,0,0,0,0,0,0,0,0,0,45,41,0,2.99830123769309
"1247",20,"C",20,6,62,113,0,0,0,0,0,0,0,0,0,0,0,10,45,10,"J",1,60,"E",12,80,138,22,12,0,0,0,0,85,41,395,47,0,8,10,2,0,6,72,21,0,0,0,0,0,0,0,0,0,0,0,45,41,1,2.65197410320334
"1248",24,"C",10,6,67,157,0,0,0,0,0,0,2,0,1,0,0,12,75,7,"I",1,60,"B",11,88,177,26,10,0,1,0,0,80,37,360,96,1,3,6,3,0,3,58,18,5,0,0,0,1,0,0,0,0,0,0,46,38,1,-0.931571776162147
"1249",23,"C",10,8,61,115,0,0,0,0,0,0,0,0,0,0,0,12,45,13,"J",1,63,"E",15,70,139,24,12,0,0,0,0,80,39,580,80,1,5,7,4,0,3,58,18,0,0,0,0,0,0,0,0,0,0,0,47,41,0,-0.0642295107978652
"1250",26,"C",20,11,61,115,0,0,0,0,0,0,0,1,0,0,0,12,45,17,"J",1,63,"E",14,70,130,27,12,0,0,0,0,78,37,560,84,1,9,9,2,0,0,65,18,0,0,0,0,0,0,0,0,0,0,0,46,41,1,5.77674074751017
"1251",39,"C",0,18,59,115,0,0,0,0,0,2,0,0,1,0,1,14,85,8,"J",1,80,"B",10,84,142,41,12,0,1,0,0,76,29,385,78,1,8,9,0,3,3,51,16,0,0,0,0,0,0,0,0,0,0,0,46,39,0,0.262821612830418
"1252",22,"C",15,5,67,125,0,2,0,0,0,0,0,0,0,0,0,11,35,13,"J",1,43,"B",14,84,150,24,10,0,1,0,0,82,37,600,82,0,9,9,0,2,9,67,18,0,0,0,0,0,0,0,0,0,0,0,46,40,0,-0.286924812215283
"1253",21,"C",0,3,64,125,0,0,0,0,0,1,0,0,1,0,0,13,25,10,"P",1,43,"E",12,84,127,21,14,0,0,0,0,81,29,350,66,1,9,9,2,0,10,49,14,0,0,0,0,0,0,0,0,0,0,0,45,39,0,2.07133997704778
"1254",27,"C",20,10,66,153,0,0,0,1,0,0,0,0,0,0,0,10,55,4,"J",1,47,"E",13,80,175,37,10,0,0,0,0,77,29,520,54,1,9,9,3,0,5,56,17,0,0,0,0,0,0,0,0,0,0,0,47,38,0,-4.34397102163949
"1255",31,"C",20,13,65,142,0,0,0,3,0,0,0,0,0,0,0,10,65,13,"J",1,50,"E",13,72,160,41,10,0,0,0,0,79,31,390,60,0,9,9,3,0,9,62,19,0,0,0,0,0,0,0,0,0,0,0,45,38,0,1.07610656812905
"1256",22,"C",0,0,61,165,0,0,0,0,0,1,0,0,0,0,0,3,65,10,"F",1,33,"E",12,72,188,30,4,0,0,0,0,87,37,320,98,1,9,9,3,0,5,70,20,0,0,0,0,0,0,0,0,0,0,0,45,42,1,1.17383419542896
"1257",31,"C",20,10,63,150,0,0,0,0,0,1,0,0,0,0,0,14,75,12,"J",1,73,"E",11,50,169,32,12,1,0,0,0,77,27,390,77,0,8,9,0,2,11,60,18,0,0,0,0,0,0,0,0,0,0,0,46,39,1,2.77263137212669
"1258",32,"C",20,18,66,149,0,0,0,0,0,1,1,0,0,0,0,12,45,12,"J",1,67,"E",11,50,173,32,12,0,0,0,0,81,28,540,73,0,9,9,2,0,2,46,14,0,0,0,0,0,0,0,0,0,0,0,45,39,1,0.353931050740775
"1259",30,"C",0,0,61,138,0,0,0,1,0,0,2,0,0,0,0,9,45,14,"J",1,60,"E",12,80,155,36,12,1,4,0,0,77,28,550,65,0,9,9,3,0,6,50,15,0,0,0,0,0,0,2,0,0,0,1,44,40,0,-4.01019254397994
"1260",20,"C",0,0,62,107,0,0,0,0,0,0,0,0,0,0,1,14,65,7,"J",1,87,"E",13,80,125,23,16,0,0,0,0,79,31,410,48,1,8,9,0,3,8,60,18,0,0,0,0,0,0,0,0,0,0,0,47,40,0,3.26625575039094
"1261",31,"C",0,0,60,144,0,0,0,0,0,0,0,0,0,0,0,7,35,6,"F",1,33,"E",15,70,164,29,9,0,1,0,0,86,32,500,55,1,9,9,0,2,10,54,16,0,0,0,0,0,0,0,0,0,0,0,46,40,0,-7.99651533527514
"1262",35,"C",0,0,62,142,0,0,0,0,0,0,2,1,0,0,0,10,25,8,"F",1,47,"E",15,78,169,34,12,0,1,0,0,91,37,645,52,0,3,7,2,0,8,49,15,0,0,0,1,0,0,0,0,0,0,0,46,42,1,0.48596739934635
"1263",17,"C",2,3,64,128,0,0,0,0,0,0,1,0,1,0,0,10,25,7,"J",1,30,"E",13,70,152,18,9,0,0,0,0,75,22,400,38,1,9,9,2,0,16,44,13,0,0,0,3,0,0,2,0,0,0,3,46,35,1,-3.90123105757725
"1264",18,"C",6,4,65,130,0,1,2,0,0,0,1,0,1,0,0,10,35,10,"J",1,43,"E",11,50,157,19,10,0,0,0,0,75,25,390,44,1,9,9,3,0,8,61,19,0,0,0,0,0,0,0,0,0,0,0,46,39,0,-4.29491874827783
"1265",35,"C",20,12,63,115,0,0,0,0,0,0,1,0,0,0,1,12,75,10,"J",1,73,"E",13,80,126,39,10,0,0,0,0,75,33,420,40,0,9,9,2,0,5,48,14,0,0,0,0,0,0,0,0,0,0,0,45,38,1,5.28458957128108
"1266",33,"C",0,10,63,122,0,0,0,0,0,0,0,0,0,0,0,12,0,15,"J",1,17,"E",15,66,147,37,11,0,0,0,0,81,30,350,63,1,8,10,3,0,7,64,19,0,0,0,0,0,0,0,0,0,0,0,47,42,0,-3.6922870896311
"1267",24,"C",10,4,64,128,0,2,0,0,0,0,0,0,0,0,1,12,95,17,"I",1,80,"B",13,84,158,32,12,0,0,0,0,91,39,420,64,1,5,9,2,0,9,66,14,0,0,0,0,0,0,0,0,0,0,0,47,41,0,-1.84499447417371
"1268",28,"C",10,8,64,145,0,1,0,0,0,1,0,0,0,0,0,13,95,10,"I",1,63,"B",13,80,159,37,12,0,0,0,0,81,36,465,58,0,5,6,3,0,10,69,23,0,0,0,0,0,0,0,0,0,0,0,45,39,0,-0.241723273624037
"1269",23,"C",10,7,62,110,0,0,1,1,0,1,0,0,0,0,0,12,35,15,"J",1,73,"E",14,74,126,25,16,0,0,0,0,79,27,330,50,1,8,9,2,0,5,54,15,0,0,0,0,0,0,0,0,0,0,0,48,39,0,4.55495111437437
"1270",24,"C",20,8,62,113,0,0,0,0,0,1,0,0,0,0,0,12,45,10,"J",1,77,"E",13,70,125,26,12,0,0,0,0,79,27,350,53,1,9,9,2,0,7,55,16,0,0,0,0,0,0,0,0,0,0,0,47,39,1,6.46788325498192
"1271",25,"C",10,7,62,115,0,0,0,0,0,0,0,0,0,0,0,12,55,13,"J",1,87,"E",13,70,138,27,16,0,0,0,0,77,23,330,47,0,9,9,5,0,5,40,14,0,0,0,0,0,0,0,1,0,0,2,45,35,1,2.50551838691905
"1272",25,"C",10,7,62,115,0,0,0,0,0,0,0,0,0,0,0,12,55,13,"J",1,87,"E",13,70,138,27,16,0,0,0,0,75,27,375,58,1,3,9,4,0,4,50,15,0,0,0,2,0,0,0,0,0,0,2,45,35,1,1.08188327093497
"1273",34,"C",20,13,64,150,0,1,0,0,0,0,3,2,1,0,1,12,85,6,"J",1,83,"E",13,76,150,34,12,1,0,0,1,84,36,370,52,0,9,9,2,0,1,61,20,0,0,0,0,0,0,0,0,0,0,0,45,42,0,3.4171992692571
"1274",26,"C",20,5,62,125,0,0,0,0,0,0,1,0,0,0,1,12,35,5,"J",1,57,"E",18,74,147,24,12,0,0,0,0,81,26,360,55,0,4,9,2,0,8,50,14,0,0,0,0,0,0,0,0,0,0,0,43,39,1,1.6277944029692
"1275",26,"C",20,5,62,125,0,0,0,0,0,0,1,0,0,0,1,12,35,5,"J",1,57,"E",18,74,147,24,12,0,0,0,0,77,26,225,48,0,1,7,3,0,8,55,16,0,0,0,2,0,0,0,0,0,0,1,43,39,1,1.68921207784666
"1276",19,"C",15,5,68,125,0,0,0,0,0,0,0,0,0,0,0,10,35,10,"J",1,63,"E",14,60,147,34,12,0,0,0,0,85,41,380,61,0,3,9,0,3,3,65,18,0,0,0,0,0,0,0,0,0,0,0,44,41,0,0.379388203064589
"1277",21,"C",30,5,65,155,0,0,0,0,0,0,0,0,0,0,0,9,35,10,"J",1,70,"E",12,90,166,21,12,0,0,0,0,78,29,590,64,0,9,8,2,0,3,70,20,0,0,0,0,0,0,0,0,0,0,0,44,41,0,0.688294682668986
"1278",24,"C",30,8,64,149,0,0,0,0,0,0,0,0,0,0,0,11,95,13,"J",1,93,"E",12,76,165,24,15,0,0,0,0,84,37,550,65,1,8,9,3,0,6,65,18,0,0,0,0,0,0,0,0,0,0,0,46,45,0,-3.40263378123471
"1279",23,"C",8,6,65,135,0,0,0,0,0,0,1,0,0,0,0,15,65,20,"J",1,83,"E",11,60,176,35,12,0,0,0,0,78,33,490,27,1,9,9,1,2,6,45,13,0,0,0,0,0,0,0,0,0,0,0,47,42,0,-4.2956179164343
"1280",23,"C",8,6,65,135,0,0,0,0,0,0,1,0,0,0,0,15,65,20,"J",1,83,"E",11,60,176,35,12,0,0,0,0,85,33,530,57,0,8,9,1,3,6,56,15,0,0,0,0,0,0,0,0,0,0,0,45,42,1,2.40711698288202
"1281",24,"C",3,8,66,139,0,0,0,0,0,0,0,0,0,1,1,15,85,15,"J",1,87,"E",12,70,172,36,12,0,0,1,0,61,24,480,47,0,8,9,0,2,3,50,15,0,0,0,0,0,0,0,0,0,0,0,46,45,1,0.467630403364747
"1282",18,"C",10,6,66,125,0,0,0,0,0,0,1,0,0,0,0,10,55,10,"J",1,60,"E",12,62,164,19,11,0,1,0,0,84,39,420,60,1,5,9,3,0,3,57,14,0,0,0,0,0,0,0,0,0,0,0,46,41,1,-1.0177710303268
"1283",32,"C",0,0,62,150,0,0,0,0,0,1,3,0,0,0,0,5,75,12,"F",0,73,"E",11,78,180,37,12,0,2,0,0,78,38,580,75,0,7,8,0,2,6,46,13,4,0,0,0,0,0,0,0,0,0,2,46,40,0,-2.66546589175359
"1284",19,"C",20,3,65,145,0,0,0,0,0,0,0,0,1,0,1,12,75,10,"J",1,87,"E",13,80,159,20,12,0,0,0,0,82,36,400,61,1,2,9,3,0,4,60,19,0,0,0,0,0,0,0,0,0,0,0,46,41,1,0.551396659659003
"1285",22,"C",0,0,64,125,0,0,0,0,0,2,0,0,0,0,1,14,75,10,"J",1,80,"E",11,60,147,22,14,0,0,0,0,80,31,400,55,1,9,10,0,2,3,58,16,0,0,0,0,0,0,0,0,0,0,0,45,44,1,-0.161888618559152
"1286",28,"C",0,8,63,125,0,0,0,0,0,1,0,0,0,0,0,17,55,13,"L",1,87,"E",12,74,145,36,17,0,0,0,0,79,39,360,68,1,9,9,2,0,8,64,15,0,0,0,0,0,0,0,0,0,0,0,47,41,1,0.985252641100393
"1287",33,"C",10,15,62,150,0,0,1,0,0,0,2,0,0,0,0,16,75,7,"J",1,73,"E",13,95,174,54,12,0,0,0,0,77,31,410,52,0,9,9,2,0,8,62,16,0,0,0,0,0,0,0,0,0,0,0,43,37,1,0.227256579872822
"1288",20,"C",10,2,59,92,0,0,0,0,0,0,1,0,0,0,1,12,85,7,"J",1,60,"E",13,62,118,26,8,0,0,0,0,77,35,460,59,1,5,8,3,0,5,58,16,0,0,0,0,0,0,0,0,0,0,0,47,39,1,9.860105354515
"1289",17,"C",10,4,63,102,0,0,0,0,0,0,0,0,0,0,0,10,15,7,"J",1,25,"E",11,70,120,23,11,0,0,0,0,82,35,470,61,0,8,9,3,0,10,61,16,0,0,0,0,0,0,0,0,0,0,0,46,40,1,10.1301462706349
"1290",28,"C",0,0,63,160,0,0,0,0,0,0,0,0,0,0,0,12,55,15,"J",1,67,"E",12,80,163,35,12,1,0,0,0,83,39,460,56,1,9,9,2,0,6,65,18,0,0,0,0,0,0,0,0,0,0,0,46,39,1,0.202377439880858
"1291",20,"C",8,4,66,115,0,0,0,0,0,1,1,0,0,0,0,14,75,10,"J",1,73,"E",13,70,142,25,12,0,0,0,0,81,36,500,66,0,8,9,0,3,3,75,22,0,0,0,0,0,0,0,0,0,0,0,45,40,0,0.583589281441761
"1292",26,"C",40,1,69,173,0,0,0,0,0,0,1,0,1,0,0,8,45,10,"J",1,60,"E",14,70,201,32,11,0,0,0,0,80,31,460,85,1,8,9,2,0,8,63,18,0,0,0,0,0,0,0,0,0,0,0,47,44,0,-1.07628850677747
"1293",22,"C",0,0,66,105,0,0,0,0,0,1,1,0,1,0,0,12,35,10,"H",1,53,"E",18,78,144,25,12,0,1,0,0,84,36,330,64,1,5,9,0,3,6,62,16,0,0,0,0,0,0,0,0,0,0,0,46,45,0,-4.77307187982821
"1294",19,"C",2,3,63,122,0,0,1,1,0,0,0,0,0,0,0,12,55,7,"J",1,43,"E",12,68,148,20,9,0,0,0,0,81,32,275,57,1,8,8,2,0,6,66,18,0,0,0,0,0,0,0,0,0,0,0,46,43,1,-1.16475406836065
"1295",28,"C",0,0,61,120,0,0,1,1,0,0,0,0,0,0,1,12,85,7,"J",1,83,"E",11,78,136,28,12,0,0,0,0,90,33,460,74,0,7,8,3,0,3,46,13,0,0,0,0,0,0,0,0,0,0,0,45,39,1,0.117069645576758
"1296",26,"C",0,0,64,174,0,0,0,0,0,1,2,0,0,0,0,12,45,12,"J",1,70,"E",11,78,175,35,12,0,0,0,0,82,32,670,56,0,9,9,2,0,3,42,12,0,0,0,0,0,0,0,0,0,0,0,46,41,0,0.536563067092526
"1297",29,"C",0,0,65,144,0,0,0,0,0,1,0,0,1,1,0,12,45,15,"J",1,70,"E",12,80,167,38,12,0,0,0,0,77,33,545,66,0,9,9,2,0,2,55,21,0,0,0,0,0,0,0,0,0,0,0,47,41,0,-1.35513904387125
"1298",20,"C",20,10,61,120,0,0,0,0,0,0,2,0,0,0,0,8,35,15,"J",1,57,"E",11,60,139,21,12,0,0,0,0,81,37,270,75,1,9,9,2,0,3,61,18,0,0,0,0,0,0,0,0,0,0,0,46,41,1,-0.0851168873926812
"1299",21,"C",0,3,60,113,0,0,0,0,0,0,0,0,0,1,0,13,45,10,"D",1,83,"E",12,84,131,23,17,0,0,0,0,77,28,290,42,0,9,9,4,0,11,44,12,0,0,0,0,0,0,0,0,0,0,0,45,34,1,4.53976619200964
"1300",24,"C",0,1,61,122,0,0,0,0,0,0,2,0,0,0,0,13,75,12,"D",1,93,"E",12,80,138,25,18,2,0,0,0,80,29,400,59,1,8,9,2,0,9,60,20,1,0,0,0,0,0,0,0,0,0,0,46,38,0,1.32246176517551
"1301",18,"C",20,4,64,112,0,0,0,0,0,0,0,0,0,0,0,11,45,10,"J",1,40,"E",12,78,132,21,9,0,0,0,0,78,39,510,62,1,9,9,2,0,3,55,16,0,0,0,0,0,0,0,0,0,0,0,46,40,1,1.64499577667582
"1302",23,"C",20,8,63,110,0,0,0,0,0,0,0,1,0,0,0,12,75,6,"J",1,70,"E",12,80,133,25,12,0,0,0,0,79,37,475,69,1,9,9,3,0,2,61,21,0,0,0,0,0,0,0,0,0,0,0,47,42,1,4.2918165940793
"1303",17,"C",30,6,61,110,0,0,0,0,0,0,0,1,0,0,0,9,25,10,"J",1,37,"E",11,40,145,21,11,0,0,0,0,82,39,550,83,0,8,9,3,0,8,56,16,0,0,0,0,0,0,0,0,0,0,0,45,41,1,-0.996464102291767
"1304",18,"C",0,5,61,130,0,0,2,0,0,0,0,2,1,0,0,9,55,10,"J",1,53,"E",11,76,165,22,11,0,0,0,0,76,31,530,75,1,8,8,2,2,3,56,16,0,0,0,0,1,0,0,0,0,0,1,46,40,1,-0.837048194296286
"1305",18,"C",0,5,61,130,0,0,2,0,0,0,0,2,1,0,0,9,55,10,"J",1,53,"E",11,76,165,22,11,0,0,0,0,81,33,580,61,1,8,9,3,3,6,65,20,0,0,0,0,0,0,0,0,0,0,0,46,40,1,-1.20891398063215
"1306",24,"C",3,5,69,123,0,0,0,0,0,0,0,0,1,0,1,18,45,7,"J",1,83,"E",12,68,140,24,17,0,0,0,0,80,36,230,37,0,9,9,0,2,9,57,19,0,0,0,0,0,0,0,0,0,0,0,44,41,1,0.168519918630744
"1307",25,"C",0,0,67,125,0,0,0,0,1,0,1,0,1,0,1,12,35,8,"J",1,77,"E",14,78,151,27,17,0,0,0,0,82,33,440,51,0,8,9,0,3,4,53,15,0,0,0,0,0,0,0,0,0,0,0,46,41,1,0.354926521796502
"1308",22,"C",8,5,64,120,0,0,0,0,0,1,3,0,2,0,1,15,95,3,"B",1,73,"B",10,80,138,23,12,0,0,0,0,66,29,340,44,0,6,9,3,0,3,64,16,5,0,0,0,0,0,0,0,0,0,2,46,32,0,5.00504364641738
"1309",29,"C",10,2,65,129,0,0,0,0,0,0,0,0,1,0,0,12,35,10,"J",1,70,"E",13,60,150,29,12,0,0,0,0,82,27,500,84,0,9,9,3,0,3,60,19,0,0,0,0,0,0,0,0,0,0,0,43,43,1,0.494516046594345
"1310",17,"C",20,2,63,112,0,0,0,0,0,0,0,0,0,0,0,11,75,20,"J",1,70,"E",13,79,134,18,10,0,0,0,0,77,28,380,57,0,8,9,2,0,3,62,16,0,0,0,0,0,0,0,0,0,0,0,44,42,1,2.687275623913
"1311",21,"C",3,8,59,84,0,0,0,0,0,5,0,0,0,0,0,12,35,10,"J",1,43,"E",13,80,107,22,12,0,0,0,0,80,39,395,59,1,9,9,2,0,3,48,14,0,0,0,0,0,0,0,0,0,0,0,45,39,1,21.1978807014456
"1312",22,"C",10,11,64,98,0,0,0,0,0,1,1,0,0,0,0,10,55,10,"J",1,63,"E",14,60,112,24,12,1,0,0,1,78,25,290,52,1,8,9,3,0,4,60,19,0,0,0,0,0,0,0,0,0,0,0,45,40,1,16.7199986544321
"1313",23,"C",0,0,64,115,0,0,0,0,0,0,0,0,1,0,1,12,75,10,"G",1,70,"B",14,70,128,21,12,0,0,0,0,84,32,350,56,1,3,8,4,0,7,50,14,0,0,0,1,0,0,0,0,0,0,2,46,35,1,4.7415602281269
"1314",17,"C",10,2,69,101,0,1,0,0,0,0,1,0,0,0,0,9,55,8,"J",1,53,"E",12,58,116,22,10,0,1,0,0,74,25,275,51,1,8,8,3,0,12,61,18,0,0,0,0,0,0,0,0,0,0,0,46,40,0,9.06633061492017
"1315",23,"C",18,5,62,120,0,0,0,0,0,0,0,0,0,0,0,12,75,10,"J",1,73,"E",12,70,138,22,12,0,0,0,0,83,41,450,59,0,9,9,2,0,7,61,18,0,0,0,0,0,0,0,0,0,0,0,44,44,1,-0.225488252717213
"1316",25,"C",20,7,62,120,0,1,0,0,0,0,1,0,1,0,0,12,55,8,"J",1,63,"E",12,86,148,24,12,0,0,0,0,80,38,475,57,0,7,9,3,0,1,71,22,0,0,0,0,0,0,0,0,0,0,0,45,45,1,1.60300780173301
"1317",19,"C",0,2,54,105,0,0,0,0,0,3,1,0,0,1,0,9,35,10,"J",1,33,"E",12,60,111,22,8,0,1,0,0,77,35,360,20,0,8,9,3,0,6,56,16,0,0,0,0,0,0,0,0,0,0,0,43,38,1,18.797314659047
